285.2201,-0.1829067,1.658193,0.6800215
286.2068,-0.1562928,1.646345,0.6523635
287.2075,-0.3009316,1.620843,0.5882277
288.2093,-0.201936,1.599275,0.6736556
289.2065,-0.3780757,1.588516,0.7671925
290.208,-0.5412124,1.590201,0.8511749
291.207,-0.5498062,1.609438,1.016584
292.2094,-0.6005617,1.615589,0.9600464
293.2083,-0.6341212,1.598401,0.8945038
294.2076,-0.5977206,1.633289,0.9244175
295.209,-0.490892,1.610103,1.192482
296.209,-0.3615872,1.336132,1.223648
297.2083,-0.3542882,1.332839,0.9117591
298.2071,-0.3337259,1.303363,0.530978
299.2073,-0.389264,1.547999,0.7226146
300.2067,-0.6710192,1.598663,0.6737073
301.2072,-0.5920493,1.59873,0.7394882
302.2082,-0.4462907,1.599638,0.9461002
303.2074,-0.5377108,1.6206,0.918997
304.208,-0.6122636,1.631468,0.8625746
305.2081,-0.609488,1.636964,0.8574265
306.2079,-0.5101455,1.635657,0.8811458
307.2071,-0.4865313,1.629419,0.8970848
308.2065,-0.4380326,1.64441,0.921545
309.2074,-0.5310953,1.608735,0.6627554
310.2088,-0.5082431,1.636226,0.5888884
311.2078,-0.4696916,1.597711,0.5761164
312.2085,-0.4428426,1.59087,0.5819315
313.2075,-0.4515964,1.616311,0.6130136
314.2086,-0.5009168,1.603289,0.59111
315.2089,-0.6323,1.631393,0.5889615
316.2067,-0.7048602,1.638852,0.6108105
317.2084,-0.5210592,1.638838,0.5911421
318.2075,-0.2761743,1.542068,0.5931589
319.2091,-0.2732673,1.608445,0.6484932
320.2075,-0.2047164,1.674263,0.5522846
321.2083,-0.02578436,1.649881,0.478185
322.2067,-0.3154106,1.584769,0.4308189
323.2067,-0.4369723,1.547591,0.2621968
324.207,-0.5217921,1.544211,-0.1053355
325.2082,-0.5645568,1.470796,-0.6968836
326.2078,-0.5573126,0.8677184,-0.892354
327.208,-0.575391,0.7767573,-0.8318331
328.2081,-0.6069593,1.019948,-0.7842534
329.2072,-0.637078,1.541815,-0.5375615
330.2078,-0.5571988,1.543108,-0.1034787
331.2063,-0.2788357,1.548174,0.1956297
332.2064,-0.2892395,1.523852,0.4778127
333.2065,0.1363554,1.483638,0.3728349
334.2079,0.2677932,1.345543,0.05031649
335.2072,0.2160305,0.83748,0.17203
336.2091,0.3048803,0.8180488,0.21926
