268.3691,0.04874556,1.459213,0.5863943
269.3461,0.009440843,1.428869,0.5705601
270.3448,-0.01467238,1.448346,0.5810016
271.3441,0.005078602,1.460231,0.5941985
272.344,0.1456791,1.496757,0.6113707
273.3435,0.2240906,1.451734,0.5923516
274.3453,-0.07988137,1.388881,0.5441208
275.3434,-0.05467834,1.436747,0.5618815
276.3442,-0.02458691,1.459327,0.5915422
277.3453,-0.01091691,1.435927,0.5782799
278.3438,-0.01087434,1.437955,0.5807092
279.3441,-0.005792547,1.43934,0.5906135
280.3446,-0.009980215,1.474095,0.6032142
281.3434,-0.02686477,1.440984,0.5722828
282.3459,-0.01817706,1.457077,0.575071
283.3433,-0.02525985,1.46237,0.6041476
284.344,0.06034194,1.45877,0.6174548
285.3454,0.03895791,1.476155,0.5666196
286.3445,-0.01470342,1.48023,0.5418321
287.3431,-0.009439909,1.471079,0.5353707
288.3443,0.07263265,1.472951,0.4901468
289.3439,0.09971878,1.487659,0.4777682
290.3462,0.1762106,1.47344,0.3490022
291.3459,0.05664441,1.444573,0.4936615
292.343,-0.1797065,1.434235,0.679016
293.3448,-0.1946257,1.47135,0.6570485
294.3445,-0.3196845,1.45137,0.5261395
295.343,-0.8281235,1.416057,0.4410045
296.3447,-0.773257,1.41102,0.4112488
297.3436,-0.4618648,1.456483,0.58991
298.3456,-0.3418157,1.486655,0.5655943
299.3432,0.1854747,1.447075,0.6817245
300.3447,0.766322,1.428269,0.9970243
301.3437,0.8314781,1.102167,1.340808
302.3454,0.7612429,1.268978,1.240864
303.3451,0.7907836,1.461734,0.7659474
304.3449,0.2838134,1.440385,0.6592724
305.3444,-0.2991715,1.409987,0.2589156
306.3459,-0.4813635,1.081415,0.0340037
307.3453,-0.5084892,0.7321521,0.08224431
308.3452,-0.4671929,0.939694,0.06244929
309.3448,-0.4453117,1.468286,0.4603172
310.3447,-0.09415534,1.397063,0.6146547
311.3451,0.1309232,1.459825,0.8466356
312.3456,0.5702749,1.400611,0.8041444
