439.839,1.595512,1.020933,-0.9771584
440.8206,1.656592,0.9029287,-1.133529
441.821,1.60997,1.149686,-0.9270844
442.8208,1.643762,0.7930648,-1.124102
443.82,1.537787,1.230059,-0.8668688
444.8209,1.480342,0.9075173,-1.098122
445.8214,1.421298,1.257636,-0.9081618
446.8193,1.418136,1.133461,-0.9316372
447.8211,1.364516,1.109873,-0.9807587
448.8204,1.211295,1.322571,-0.6574438
449.8221,1.056472,1.368494,-0.5463347
450.822,0.8071365,1.260923,-0.4902383
451.8203,0.3242703,0.9791093,-0.3461192
452.8197,0.4305519,1.164085,-0.1213332
453.8206,0.3229243,1.180863,0.318782
454.821,0.04056877,1.183302,0.504354
455.821,-0.1933664,1.140077,0.4723002
456.8223,-0.3330594,0.8955494,0.2661529
457.8195,-0.3466609,0.6133983,0.181148
458.8192,-0.3647505,0.5483766,0.1997758
459.8212,-0.3332492,0.548447,0.2536057
460.8201,-0.3606987,0.6434554,0.2705244
461.8199,-0.3867035,0.6322114,0.261387
462.821,-0.3681316,1.266926,0.4826942
463.8193,-0.3202752,1.314849,0.6263248
464.8197,0.07098926,1.355054,0.5753537
465.8209,0.4139873,1.383155,0.5442371
466.8219,0.4708637,1.412733,0.6454754
467.8196,0.2311815,1.356488,0.7146091
468.8213,0.2638184,1.388247,0.8275243
469.8216,0.3173972,1.311889,0.7025572
470.8218,0.4018515,1.346777,0.5855917
471.821,0.1900836,1.394962,0.7369245
472.8213,0.3983129,1.242051,0.4973077
473.82,-0.07454535,1.373455,0.6091991
474.8207,-0.8592401,1.320272,0.1482781
475.8208,-1.515045,0.7812254,-0.4941278
476.8292,-1.43838,0.9973323,-0.5089142
477.82,-1.598094,0.7222801,-0.5374929
478.8195,-1.706514,0.6318753,-0.46842
479.8202,-1.445876,1.048011,-0.5334047
480.821,-0.9445878,1.3128,-0.3314185
481.821,-0.8551537,1.334218,-0.2565319
482.8198,-0.5863132,1.279056,-0.4908043
483.8198,-0.08352304,1.209972,-0.5062922
484.8218,0.1266654,1.046879,-0.2413234
485.8197,0.1418701,0.625084,-0.2651288
486.8211,0.1246897,0.5656529,-0.237981
487.8205,0.1447634,0.5700271,-0.2400253
488.8217,0.1472223,0.573358,-0.2509934
489.8204,0.1464266,0.5712974,-0.2493481
490.8203,0.1793566,0.5759183,-0.2134717
491.8197,0.333385,1.194378,-0.1236339
492.821,0.1421307,1.197119,0.2836682
493.8217,-0.2286779,1.13123,0.2980129
494.8201,-0.3143443,0.8257721,0.251018
495.8199,-0.4315638,1.137937,0.3325669
496.8218,-0.6199038,1.313448,0.6439183
497.8196,-0.8852133,1.415504,0.7444336
498.8195,-0.8781244,1.413619,0.7779477
499.8205,-0.8635325,1.382125,0.8604596
500.8195,-0.9097007,1.376063,0.8454356
501.8194,-0.9067178,1.375243,0.8230706
502.8214,-0.8999799,1.368597,0.8003767
503.8202,-0.9127188,1.368214,0.7976012
504.8221,-0.9209418,1.34351,0.8188627
505.8208,-0.9958932,1.410979,0.8141522
506.8193,-1.005334,1.414958,0.8759682
507.8217,-0.8849141,1.42353,0.9147568
508.8208,-0.5145519,1.419463,0.7673294
509.8218,-0.2852659,1.424192,0.6315789
510.8218,-0.4822937,1.364467,0.8881493
511.8215,-0.7975523,1.273949,0.9259583
512.8224,-1.149679,1.052884,0.6633824
513.8216,-0.7966121,1.301036,0.7850341
514.8205,-0.5797632,1.344613,0.6444456
515.8206,-0.5844201,1.364171,0.4647243
516.8221,-0.4929911,1.395157,0.620509
517.8193,-0.5873289,1.365896,0.1572525
518.8204,-0.7623845,1.286452,0.3728059
519.8208,-0.9808596,1.356604,0.5259075
520.8193,-0.9732904,1.365618,0.1911538
521.8204,-0.4616133,1.364434,0.5616824
522.8202,0.3893422,1.414706,0.6435544
523.8209,1.272127,1.367768,0.5399266
524.8218,1.452854,1.232229,0.4363481
525.8199,1.499427,1.164907,0.3540421
526.822,1.229981,1.319489,0.4802444
527.8197,0.7242405,1.347656,0.4933083
528.8214,0.1364931,1.331176,0.5534438
529.8245,-0.3161621,1.300426,0.4585383
530.8224,-0.4341609,1.010486,0.3868536
531.8224,-0.4124374,0.6351305,0.3859781
532.8198,-0.4250388,0.5932618,0.369757
533.8221,-0.4332427,0.6239018,0.4025379
534.8213,-0.4316768,0.6182935,0.4187129
535.8218,-0.4282159,0.6177979,0.4122192
536.8199,-0.4276423,0.6147894,0.4003171
537.8209,-0.4317746,0.6529862,0.394853
538.8192,-0.4771935,0.7078177,0.4109581
539.8214,-0.4709368,0.6871984,0.4166569
