223.2001,0.2014859,1.605168,-0.8756022
224.1816,0.2657096,1.581872,-0.7027682
225.1824,0.004284545,1.597569,-0.6698066
226.1837,-0.1772649,1.592007,-0.723186
227.1824,-0.07019457,1.587337,-0.6805229
228.1805,0.05457282,1.574145,-0.7388197
229.1831,-0.0292678,1.571619,-0.9195932
230.1813,-0.2631866,1.584471,-0.9286863
231.1814,-0.04783701,1.543962,-0.8591865
232.1805,0.03146067,1.596445,-0.7116369
233.1832,-0.04653193,1.56707,-0.5851352
234.1831,0.3339209,1.601286,-0.5594805
235.1805,0.386364,1.560361,-0.5270369
236.1817,0.3581237,1.504316,-0.4996806
237.1821,0.2232216,1.52828,-0.7260411
238.1821,0.0769048,1.57284,-1.01622
239.1822,0.07764454,1.550742,-0.995826
240.1808,0.12202,1.552073,-0.9211138
241.1829,0.1401106,1.571163,-0.9040174
242.1818,0.161952,1.589044,-0.9042877
243.1824,0.1717581,1.540487,-0.8790172
244.181,0.08203521,1.522751,-0.9138306
245.1815,0.2581404,1.599456,-0.7858894
246.1829,0.2656801,1.557782,-0.7286248
247.1813,0.2238449,1.529139,-0.8524364
248.1832,0.2369693,1.545709,-1.112758
249.1815,0.1971302,1.559368,-1.032532
250.1829,0.06129102,1.517264,-0.8563697
251.1814,0.01259781,1.560995,-0.8276841
252.1809,-0.07741047,1.604603,-0.8813428
253.1818,0.255966,1.605934,-0.8316492
254.1828,0.1193029,1.54016,-0.9068598
255.1806,0.06623873,1.623771,-1.033813
256.181,0.09419278,1.626699,-0.7821962
257.1805,0.05317451,1.613294,-0.7976081
258.1812,0.008515251,1.588279,-0.8003998
259.1814,0.02696839,1.62486,-0.8420492
260.1811,0.02868522,1.621502,-0.8591477
261.1806,0.008679544,1.589603,-0.8120799
262.1808,-0.01496222,1.522082,-0.7530481
263.1826,0.3256346,1.552062,-1.020256
264.1812,0.6043257,1.526297,-1.108831
265.1808,0.8052202,1.516424,-1.095588
266.1813,0.9332464,1.501308,-1.087855
267.1823,0.5058656,1.549759,-1.141759
268.1825,0.4271943,1.558004,-1.054685
269.1811,0.1514413,1.543873,-1.087581
270.1806,0.07983343,1.572815,-1.040864
271.1832,0.09622969,1.589402,-1.105586
272.1819,0.2092757,1.592694,-1.09106
273.1829,0.2160652,1.572303,-1.110022
274.1815,0.1078871,1.542621,-1.075931
275.1825,0.07730846,1.492095,-1.074188
276.1828,0.1570339,1.504948,-0.8551518
277.1824,0.1537557,1.528654,-0.8287042
278.1814,0.1331503,1.474205,-0.7475125
279.1825,0.1729587,1.421458,-0.7308236
280.182,0.1625787,1.535565,-1.002511
281.1806,0.0644521,1.351685,-0.7456172
282.1805,-0.03400302,1.327236,-0.5439154
283.1814,-0.0579651,0.8656873,-0.5369854
284.1805,-0.02307305,0.8985075,-0.5471734
285.183,0.2731061,1.530111,-0.9215301
286.182,0.3168114,1.562338,-1.027006
287.1827,0.3276983,1.577313,-0.9384654
288.1815,0.4562782,1.564293,-0.5604877
289.1815,0.6055395,1.563482,-0.5699975
290.1808,0.3863825,1.524641,-0.707163
291.1826,0.2341694,1.555573,-0.9577296
292.1805,0.2705642,1.56895,-0.9632047
293.1812,0.3378406,1.600472,-0.8864675
294.183,0.2690496,1.546549,-0.8855444
295.183,-0.05969603,1.528548,-0.7187397
296.1818,-0.4380918,1.506626,-0.5296546
297.1815,-0.6187853,1.515951,-0.1364416
298.1827,-0.6790274,1.489981,0.4675889
299.1825,-0.7779646,1.471115,0.8062927
300.1825,-1.061647,1.113333,1.029198
